event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SAF12537,"08 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa",KwaZulu-Natal,Umkhanyakude,Jozini,Jozini,-27.4296,32.0666,1,"Times (South Africa); ZuluLand Observer (South Africa)",Subnational-National,"On 8 March 2020, demonstrators barricaded roads with debris in Jozini (uMkhanyakude, KwaZulu-Natal), accusing police of being responsible for hijackings, vehicle theft and cross-border crime in the area.",0,"crowd size=no report",1622068025
SAF12501,"08 March 2020",2020,2,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa",Mpumalanga,Ehlanzeni,"City of Mbombela",Barberton,-25.7884,31.0532,1,"Gauteng Guardian",National,"On or around 8 March 2020, demonstrators set alight a municipal building in Barberton (Ehlanzeni, Mpumalanga), during demonstrations over demands for council changes.",0,"crowd size=no report",1663032949
SAF12469,"06 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Farmers (South Africa); Women (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","Cape Winelands",Drakenstein,Paarl,-33.7338,18.9752,1,GroundUp,National,"On 6 March 2020, about 150 farm workers and the Women on Farms Project marched to the Drakenstein Municipality in Paarl (Cape Winelands, Western Cape), demonstrating against ongoing farm evictions.",0,"crowd size=about 150",1583789987
SAF12470,"06 March 2020",2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Not In My Name South Africa; Women (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Tshwane","City of Tshwane",Pretoria,-25.7449,28.1878,1,"Pretoria News",Subnational,"On or around 6 March 2020, #NotInMyName protested against the bail application of a man who was sentenced for raping a young girl at the Gauteng High Court in Pretoria (City of Tshwane, Gauteng).",0,"crowd size=no report",1583789987
SAF12468,"06 March 2020",2020,1,"Political violence",Riots,"Mob violence","Rioters (International)","Refugees/IDPs (International)",5,"Police Forces of South Africa (1994-)",,1,15,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,"Sowetan (South Africa)",National,"On 6 March 2020, supporters of a refugee leader appearing in court in Cape Town (City of Cape Town, Western Cape) on assault charges, clashed with police at the court.",0,"crowd size=no report",1584396752
SAF12476,"06 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Students (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,EWN,National,"On 6 March 2020, violent demonstration action involving students was reported at the Cape Peninsula University of Technology (CPUT) in Cape Town (City of Cape Town, Western Cape). The demonstration was linked to residence and catering issues.",0,"crowd size=no report",1584396903
SAF12500,"06 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Students (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa","Free State",Lejweleputswa,Matjhabeng,Welkom,-27.9833,26.7333,1,"News24 (South Africa)",National,"On 6 March 2020, students demonstrated at the Central University of Technology, Free State (CUT) in Welkom (Lejweleputswa, Free State), over delayed NSFAS payments. According to reports, the demonstration was characterised by incidents of violence, intimidation, threats and victimisation of employees and fellow students, and property destruction.",0,"crowd size=no report",1585000468
SAF12464,"05 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape","Buffalo City","Buffalo City","East London",-33.0153,27.9116,1,"Daily Dispatch",Subnational,"On 5 March 2020, students from University of Fort Hare and Walter Sisulu University marched in East London (Buffalo City, Eastern Cape) to hand over a memorandum relating to student debt, skills development and bursaries.",0,"crowd size=no report",1583789987
SAF12463,"05 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","RTC: Reclaim The City",6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,GroundUp,National,"On 5 March 2020, about 40 activists from Reclaim the City demonstrated against evictions at the provincial legislature at Wale Street in Cape Town (City of Cape Town, Western Cape) and demanded more affordable housing in the inner city.",0,"crowd size=about 40",1583789987
SAF12462,"05 March 2020",2020,1,"Political violence","Violence against civilians",Attack,"Police Forces of South Africa (1994-)",,1,"Civilians (South Africa)","EFF: Economic Freedom Fighters",7,17,"Civilian targeting",710,"Southern Africa","South Africa","Eastern Cape","Buffalo City","Buffalo City",Bhisho,-32.8472,27.4422,1,"Citizen (South Africa)",National,"On 5 March 2020, police used rubber bullets to disperse a group of EFF supporters who tried to enter the legislature to listen to the Eastern Cape budget speech in Bhisho (Buffalo City, Eastern Cape).",0,"crowd size=no report",1584396752
SAF12466,"05 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Not In My Name South Africa",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Tshwane","City of Tshwane",Pretoria,-25.7449,28.1878,1,GroundUp,National,"On 5 March 2020, about 1000 people, led by Independent Beneficiaries Forum, SANGOCO, SANGONeT and #NotInMyName, marched to the Department of Trade and Industry in Pretoria (City of Tshwane, Gauteng), to hand over a memorandum calling for action to be taken to protect NGOs and beneficiaries who receive funding from the National Lotteries Commission (NLC).",0,"crowd size=about 1000",1584396752
SAF12475,"05 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Students (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,EWN,National,"On 5 March 2020, violent demonstration action involving students was reported at the Cape Peninsula University of Technology (CPUT) in Cape Town (City of Cape Town, Western Cape). The demonstration was linked to residence and catering issues.",0,"crowd size=no report",1584396903
SAF12499,"05 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Students (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa","Free State",Lejweleputswa,Matjhabeng,Welkom,-27.9833,26.7333,1,"News24 (South Africa)",National,"On 5 March 2020, students demonstrated at the Central University of Technology, Free State (CUT) in Welkom (Lejweleputswa, Free State), over delayed NSFAS payments. According to reports, the demonstration was characterised by incidents of violence, intimidation, threats and victimisation of employees and fellow students, and property destruction.",0,"crowd size=no report",1585000468
SAF12465,"05 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape","Nelson Mandela Bay","Nelson Mandela Bay",Gqeberha,-33.918,25.5701,1,GroundUp,National,"On 5 March 2020, about 50 parents demonstrated at the Eastern Cape Department of Education District offices in Port Elizabeth (Nelson Mandela Bay, Eastern Cape), demanding more teachers for the school.",0,"crowd size=about 50",1615249505
SAF12467,"05 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape","Nelson Mandela Bay","Nelson Mandela Bay",Kariega,-33.7653,25.4022,1,GroundUp,National,"On 5 March 2020, about 50 demonstrators gathered outside the Uitenhage Public Library (Nelson Mandela Bay, Eastern Cape), demanding more security at the library.",0,"crowd size=about 50",1617656369
SAF12454,"04 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg",Johannesburg,-26.2023,28.0436,1,"Sowetan (South Africa); Citizen (South Africa); Times (South Africa)",National,"On 4 March 2020, students demonstrated at the University of the Witwatersrand, Johannesburg (City of Johannesburg, Gauteng), demanding more accommodation for students.",0,"crowd size=100",1583789986
SAF12457,"04 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","ANC: African National Congress",6,,,0,60,,710,"Southern Africa","South Africa","North West",Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,1,"Daily Sun (South Africa)",National,"On 4 March 2020, ANC members demonstrated outside the Moses Kotane Municipality in Rustenburg (Bojanala Platinum, North-West) to show support for the mayor during a public hearing relating to audit reports.",0,"crowd size=no report",1618503799
SAF12455,"04 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,Sedibeng,Midvaal,Meyerton,-26.5599,28.0195,1,"Sedibeng Star",Subnational,"On 4 March 2020, the Transformative Youth Movement marched in Meyerton (Sedibeng, Gauteng) over housing, service delivery and the alleged allocation of houses to friends and relatives.",0,"crowd size=no report",1583789987
SAF12458,"04 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","North West",Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,"Sowetan (South Africa)",National,"On 4 March 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds.",0,"crowd size=no report",1618503796
SAF12452,"04 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)",,5,,,0,50,,710,"Southern Africa","South Africa",Mpumalanga,Ehlanzeni,"City of Mbombela",Barberton,-25.7884,31.0532,1,"Sowetan (South Africa)",National,"On 4 March 2020, demonstrating community members set alight a community hall and several vehicles in Barberton (Ehlanzeni, Mpumalanga) as part of an ongoing demonstration over demands for council changes.",0,"crowd size=no report",1618503800
SAF12473,"04 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape","Nelson Mandela Bay","Nelson Mandela Bay",Bethelsdorp,-33.8886,25.5124,1,"Daily Sun (South Africa)",National,"On 4 March 2020, students blocked the TVET College campus gates in Bethelsdorp (Nelson Mandela Bay, Eastern Cape), after the college said they would fail if they didn't write tests and hand in assignments due to ongoing demonstrations over NSFAS payments.",0,"crowd size=no report",1584396903
SAF12474,"04 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Students (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,EWN,National,"On 4 March 2020, violent demonstration action involving students was reported at the Cape Peninsula University of Technology (CPUT) in Cape Town (City of Cape Town, Western Cape). The demonstration was linked to residence and catering issues.",0,"crowd size=no report",1584396903
SAF12498,"04 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Students (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa","Free State",Lejweleputswa,Matjhabeng,Welkom,-27.9833,26.7333,1,"News24 (South Africa)",National,"On 4 March 2020, students demonstrated at the Central University of Technology, Free State (CUT) in Welkom (Lejweleputswa, Free State), over delayed NSFAS payments. According to reports, the demonstration was characterised by incidents of violence, intimidation, threats and victimisation of employees and fellow students, and property destruction.",0,"crowd size=no report",1585000468
SAF12459,"04 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Health Workers (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg","Johannesburg - Sandton",-26.1,28.0667,1,"Citizen (South Africa)",National,"On 4 March 2020, the YNITU and nurses marched through Sandton (City of Johannesburg, Gauteng) against unfair practices against nurses in the private healthcare sector.",0,"crowd size=no report",1611019294
SAF12456,"04 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape","Nelson Mandela Bay","Nelson Mandela Bay",Gqeberha,-33.918,25.5701,1,GroundUp,National,"On 4 March 2020, about 70 parents and students demonstrated in front of the Joe Slovo Primary School in Port Elizabeth (Nelson Mandela Bay, Eastern Cape), demanding a fence around the school. The demonstration has been ongoing since last Monday.",0,"crowd size=about 70",1615249506
SAF12461,"04 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Women (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,eThekwini,eThekwini,Verulam,-29.6505,31.0505,1,"Post (South Africa)",National,"On 4 March 2020, community members demonstrated outside the Verulam Magistrates Court (eThekwini, KwaZulu-Natal) during the hearing of a man accused of raping and murdering a young girl.",0,"crowd size=no report",1622068025
SAF12453,"04 March 2020",2020,1,"Political violence",Riots,"Mob violence","Rioters (South Africa)","Students (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa",KwaZulu-Natal,Uthungulu,uMhlathuze,KwaDlangezwa,-28.858,31.8411,1,"Times (South Africa); Daily Dispatch",National,"On 4 March 2020, a student service building was set alight at the University of Zululand in KwaDlangezwa (uThungulu, KwaZulu-Natal). This incident follows the setting alight of a police vehicle at the campus during a demonstration on Monday.",0,"crowd size=no report",1622068025
SAF12460,"04 March 2020",2020,1,"Political violence",Riots,"Mob violence","Rioters (South Africa)","Vigilante Group (South Africa)",5,"Civilians (South Africa)",,7,57,"Civilian targeting",710,"Southern Africa","South Africa",KwaZulu-Natal,Umgungundlovu,"The Msunduzi",Sobantu,-29.6,30.4333,1,Witness,National,"On 4 March 2020, a man was fatally assaulted by community members in Sobantu (uMgungundlovu, KwaZulu-Natal), over an alleged attempt to defraud them by carrying out disconnections.",1,"crowd size=no report",1622068025
SAF12445,"03 March 2020",2020,1,"Political violence",Riots,"Mob violence","Rioters (South Africa)","EFF: Economic Freedom Fighters",5,"Police Forces of South Africa (1994-)",,1,15,,710,"Southern Africa","South Africa","Eastern Cape","Buffalo City","Buffalo City",Bhisho,-32.8472,27.4422,1,"Citizen (South Africa)",National,"On 3 March 2020, EFF members clashed with security personnel during the Eastern Cape budget speech in Bhisho (Buffalo City, Eastern Cape), over an alleged incident in which security personnel attacked an EFF member.",0,"crowd size=no report",1583789987
SAF12451,"03 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","Cape Winelands",Witzenberg,Tulbagh,-33.286,19.1412,1,"Citizen (South Africa)",National,"On 3 March 2020, demonstrators gathered inside and outside the Tulbagh Magistrate Court (Cape Winelands, Western Cape) over the hearing of a man accused of killing a young boy.",0,"crowd size=no report",1583789987
SAF12450,"03 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,Ekurhuleni,Ekurhuleni,Tsakane,-26.3563,28.3821,1,"Daily Sun (South Africa)",National,"On 3 March 2020, community members demonstrated outside the Pholosong Hospital in Tsakane (Ekurhuleni, Gauteng), demanding justice for a woman whose stillborn baby was burnt in the hospital furnace by staff and not released for burial.",0,"crowd size=no report",1583789987
SAF12448,"03 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","North West",Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,"Sowetan (South Africa)",National,"On 3 March 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds.",0,"crowd size=no report",1618503827
SAF12449,"03 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa",Limpopo,Vhembe,Thulamela,Thohoyandou,-22.95,30.4833,2,Zoutnet,Subnational,"On 3 March 2020, community members in Ha-Budeli and Ha-Mutoti villages near the Nandoni dam outside Thohoyandou (Vhembe, Limpopo) closed down the Nandoni Water Purification Plant, demanding the Department of Water and Sanitation compensate them for their arable land, houses and maize fields that were submerged when the Nandoni Dam was built.",0,"crowd size=no report",1583789988
SAF12497,"03 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Students (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa","Free State",Lejweleputswa,Matjhabeng,Welkom,-27.9833,26.7333,1,"News24 (South Africa)",National,"On 3 March 2020, students demonstrated at the Central University of Technology, Free State (CUT) in Welkom (Lejweleputswa, Free State), over delayed NSFAS payments. According to reports, the demonstration was characterised by incidents of violence, intimidation, threats and victimisation of employees and fellow students, and property destruction.",0,"crowd size=no report",1585000468
SAF12444,"03 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Students (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town - Bellville",-33.9,18.6333,1,"News24 (South Africa); Citizen (South Africa)",National,"On 3 March 2020, about 300 students demonstrated at the Cape Peninsula University of Technology's (CPUT) Bellville campus (City of Cape Town, Western Cape). Seventeen vehicles were stoned and windows of the engineering building were broken. The demonstration was linked to residence and catering issues.",0,"crowd size=about 300",1611019285
SAF12447,"03 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape","Nelson Mandela Bay","Nelson Mandela Bay",Gqeberha,-33.918,25.5701,1,GroundUp,National,"On 3 March 2020, about 70 parents and students demonstrated in front of the Joe Slovo Primary School in Port Elizabeth (Nelson Mandela Bay, Eastern Cape), demanding a fence around the school. The demonstration has been ongoing since February 24.",0,"crowd size=about 70",1615249506
SAF12446,"03 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,Umgungundlovu,"The Msunduzi",Pietermaritzburg,-29.6167,30.3833,1,GroundUp,National,"On 3 March 2020, Technical and Vocational Education and Training (TVET) students demonstrated at the gates of the college in Pietermaritzburg (uMgungundlovu, KwaZulu-Natal), demanding their NSFAS allowance and accommodation payments.",0,"crowd size=no report",1622068025
SAF12431,"02 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Tshwane","City of Tshwane",Ga-Rankuwa,-25.6169,27.9947,1,"Daily Sun (South Africa); News24 (South Africa)",National,"On 2 March 2020, students demonstrated at the Tshwane University of Technology campus in Ga-Rankuwa (City of Tshwane, Gauteng). The demonstration was over NSFAS payment issues, student housing, the phasing out of certain programmes, and transport issues.",0,"crowd size=no report",1583789986
SAF12432,"02 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa); SASCO: South Africa Students Congress; EFFSC: Economic Freedom Fighters Students Command",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Johannesburg","City of Johannesburg",Johannesburg,-26.2023,28.0436,1,"EWN; Wits Vuvuzela",Subnational-National,"On 2 March 2020, 100 students, led by SASCO and EFF, shut down the financial office at the University of the Witwatersrand, Johannesburg (City of Johannesburg, Gauteng), demanding the first payment of NSFAS allowances be processed.",0,"crowd size=100",1583789986
SAF12440,"02 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",Gauteng,"City of Tshwane","City of Tshwane",Soshanguve,-25.4729,28.0992,1,"News24 (South Africa); Daily Sun (South Africa)",National,"On 2 March 2020, students demonstrated at the Tshwane University of Technology campus in Soshanguve (City of Tshwane, Gauteng). The demonstration was over NSFAS payment issues, student housing, the phasing out of certain programmes, and transport issues.",0,"crowd size=no report",1583789986
SAF12442,"02 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Women (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","North West",Bojanala,Rustenburg,Tlhabane,-25.6403,27.2175,1,"African News Agency",National,"On 2 March 2020, community members demonstrated outside the Bafokeng Magistrate's Court in Tlhabane (Bojanala Platinum, North-West) during the hearing of a man accused of killing his girlfriend, demanding justice.",0,"crowd size=no report",1618503854
SAF12443,"02 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa","Western Cape","Cape Winelands",Witzenberg,Tulbagh,-33.286,19.1412,1,"Cape Argus",Subnational,"On 2 March 2020, hundreds of demonstrators gathered outside the Tulbagh Magistrate Court (Cape Winelands, Western Cape) during the hearing of a man accused of killing a young boy.",0,"crowd size=hundreds",1583789987
SAF12434,"02 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape","Buffalo City","Buffalo City",Mdantsane,-32.9461,27.7279,1,"Daily Dispatch",Subnational,"On 2 March 2020, parents demonstrated at the Embekweni Junior Primary School in Mdantsane (Buffalo City, Eastern Cape). The demonstration was over the school not having electricity.",0,"crowd size=no report",1583789987
SAF12430,"02 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape","Buffalo City","Buffalo City","East London",-33.0153,27.9116,1,"Daily Dispatch",Subnational,"On 2 March 2020, more than a thousand students from University of Fort Hare and Walter Sisulu University marched in East London (Buffalo City, Eastern Cape), demanding the removal of the vice-chancellors.",0,"crowd size=more than thousand",1583789987
SAF12429,"02 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape","Buffalo City","Buffalo City","East London",-33.0153,27.9116,1,"Daily Dispatch",Subnational,"On 2 March 2020, parents demonstrated at the AW Barnes Primary School in Parkside, East London (Buffalo City, Eastern Cape), demanding the school to be fenced.",0,"crowd size=no report",1583789987
SAF12438,"02 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Students (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa",Gauteng,"City of Tshwane","City of Tshwane",Pretoria,-25.7449,28.1878,1,"Daily Sun (South Africa)",National,"On 2 March 2020, students barricaded the entrance of the Tshwane University of Technology Pretoria West Campus (City of Tshwane, Gauteng) with burning tyres and stones. The demonstration was over the university enterprise holding.",0,"crowd size=no report",1583789987
SAF12439,"02 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","North West",Bojanala,Rustenburg,Rustenburg,-25.6667,27.25,2,"Sowetan (South Africa)",National,"On 2 March 2020, students have been demonstrating at the Orbit TVET college, Mankwe campus outside Rustenburg (Bojanala Platinum, North-West). The demonstration was over dilapidated infrastructure, academic exclusions and non-payment of national student financial aid scheme funds.",0,"crowd size=no report",1618503866
SAF12441,"02 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)",,6,,,0,60,,710,"Southern Africa","South Africa",Limpopo,Vhembe,Thulamela,Thohoyandou,-22.95,30.4833,2,Zoutnet,Subnational,"On 2 March 2020, community members in Ha-Budeli and Ha-Mutoti villages near the Nandoni dam outside Thohoyandou (Vhembe, Limpopo) closed down the Nandoni Water Purification Plant, demanding the Department of Water and Sanitation compensate them for their arable land, houses and maize fields that were submerged when the Nandoni Dam was built.",0,"crowd size=no report",1583789988
SAF12433,"02 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Labor Group (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa",Mpumalanga,Ehlanzeni,"Thaba Chweu",Lydenburg,-25.1,30.45,1,"Laevelder Lowvelder",Subnational,"On 2 March 2020, demonstrators barricaded roads in Lydenburg (Ehlanzeni, Mpumalanga) with trucks that were pulled off the road. Demonstrators demanded employment form the local mine.",0,"crowd size=no report",1584396752
SAF12472,"02 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Students (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,EWN,National,"On 2 March 2020, violent demonstration action involving students was reported at the Cape Peninsula University of Technology (CPUT) in Cape Town (City of Cape Town, Western Cape). The demonstration was linked to residence and catering issues.",0,"crowd size=no report",1584396903
SAF12496,"02 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Students (South Africa)",5,,,0,50,,710,"Southern Africa","South Africa","Free State",Lejweleputswa,Matjhabeng,Welkom,-27.9833,26.7333,1,"News24 (South Africa)",National,"On 2 March 2020, students demonstrated at the Central University of Technology, Free State (CUT) in Welkom (Lejweleputswa, Free State), over delayed NSFAS payments. According to reports, the demonstration was characterised by incidents of violence, intimidation, threats and victimisation of employees and fellow students, and property destruction.",0,"crowd size=no report",1585000468
SAF12437,"02 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa","Eastern Cape","Nelson Mandela Bay","Nelson Mandela Bay",Gqeberha,-33.918,25.5701,1,GroundUp,National,"On 2 March 2020, about 70 parents and students demonstrated in front of the Joe Slovo Primary School in Port Elizabeth (Nelson Mandela Bay, Eastern Cape), demanding a fence around the school. The demonstration has been ongoing since February 24.",0,"crowd size=about 70",1615249506
SAF12427,"02 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (South Africa)","Students (South Africa)",5,"Police Forces of South Africa (1994-)",,1,15,,710,"Southern Africa","South Africa",KwaZulu-Natal,Uthungulu,uMhlathuze,KwaDlangezwa,-28.858,31.8411,1,"Daily Dispatch; Mercury (South Africa)",National,"On 2 March 2020, students set alight a police vehicle and a food truck during a demonstration at the University of Zululand at the main campus in Ongoye in KwaDlangezwa (uThungulu, KwaZulu-Natal). The demonstrators demanded to have their own student representative council.",0,"crowd size=no report",1622068025
SAF12428,"02 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,"Times (South Africa)",National,"On 2 March 2020, about 100 students gathered to protest outside the Durban High Court (eThekwini, KwaZulu-Natal) over the case of a man accused of killing a student.",0,"crowd size=about 100",1622068025
SAF12436,"02 March 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (South Africa)","Students (South Africa)",6,,,0,60,,710,"Southern Africa","South Africa",KwaZulu-Natal,Umgungundlovu,"The Msunduzi",Pietermaritzburg,-29.6167,30.3833,1,GroundUp,National,"On 2 March 2020, Technical and Vocational Education and Training (TVET) students demonstrated at the gates of the college in Pietermaritzburg (uMgungundlovu, KwaZulu-Natal), demanding their NSFAS allowance and accommodation payments.",0,"crowd size=no report",1622068025
SAF12426,"02 March 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (International)","Refugees/IDPs (International)",5,"Police Forces of South Africa (1994-)",,1,15,,710,"Southern Africa","South Africa","Western Cape","City of Cape Town","City of Cape Town","Cape Town",-33.9253,18.4239,1,GroundUp,National,"On 2 March 2020, hundreds of demonstrating refugees clashed with police in Cape Town (City of Cape Town, Western Cape), as the demonstrated against their forced removal from a church. Police arrested three demonstrators.",0,"crowd size=hundreds",1635167924
